TP_GRAU_ACADEMICO;CO_CURSO;IN_GRATUITO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_SIT_TRANCADA;QT_SIT_FALECIDO;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA
3.0;115664;1;1;205;93;112;0;160;0;45;0;1653;590;1063;0;1608;0;45;0;178;39;139;89;89;133;133;0;0;0;0;0;0;45;0;0;0;104;37;21;11;4;1;0;122;7;24;8;0;17;493;124;369;233;260;0;298;98;46;33;15;3;0;306;17;80;21;0;69;72;18;54;41;31;0;47;10;9;5;1;0;0;34;3;18;2;0;15;178;0;490;3;72;0;8;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;127;51;0;398;95;0;60;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1637930;1;1;40;40;0;0;0;0;40;0;25;25;0;0;0;0;25;0;25;8;17;25;0;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0;0;0;0;17;1;7;0;0;0;25;8;17;25;0;0;25;0;0;0;0;0;0;17;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;0;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;97893;1;1;194;99;95;0;160;0;34;0;400;128;272;0;380;0;20;0;178;55;123;85;93;158;158;0;0;0;0;0;0;20;0;0;0;118;34;16;3;6;1;0;113;14;49;2;0;0;417;145;272;188;229;0;251;79;42;18;21;5;1;253;38;112;9;3;2;86;32;54;32;54;0;35;21;10;7;8;4;1;59;4;16;4;2;1;178;0;417;0;86;0;17;2;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;136;42;0;337;80;0;75;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1312965;1;1;600;120;480;0;600;0;0;0;752;176;576;0;752;0;0;0;517;76;441;113;404;517;517;0;0;0;0;0;0;0;0;0;0;423;50;26;11;7;0;0;351;34;114;7;0;11;647;89;558;117;530;0;503;78;40;12;13;1;0;431;41;139;13;1;22;58;4;54;0;58;0;35;9;11;1;2;0;0;41;4;5;1;0;7;516;1;646;1;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;445;72;0;507;140;0;36;22;0;0;0;0;0;4;3;3;0;5;0;5;3;0;0;0;0
1.0;14681;0;1;180;60;120;0;180;0;0;0;269;82;187;0;269;0;0;0;141;19;122;39;102;141;141;0;0;0;0;0;0;0;0;0;0;134;4;2;0;0;1;0;115;3;16;4;0;3;270;30;240;30;240;0;255;7;6;1;1;0;0;205;7;33;6;2;17;35;6;29;0;35;0;28;2;3;1;1;0;0;23;0;4;0;0;8;141;0;270;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;109;32;0;175;95;0;12;23;0;0;0;0;0;6;4;5;0;18;7;18;0;0;0;0;0
3.0;1141939;0;1;120;0;120;0;120;0;0;0;99;0;99;0;99;0;0;0;88;23;65;0;88;88;88;0;0;0;0;0;0;0;0;0;0;69;11;5;0;2;1;0;58;7;19;1;1;2;95;27;68;0;95;0;82;8;4;0;1;0;0;63;7;22;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;75;13;0;80;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
3.0;1633143;1;1;60;0;60;0;60;0;0;0;32;0;32;0;32;0;0;0;24;4;20;0;24;24;24;0;0;0;0;0;0;0;0;0;0;20;2;1;1;0;0;0;20;0;3;0;0;1;16;2;14;0;16;0;14;1;1;0;0;0;0;13;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1313209;1;1;80;0;80;0;80;0;0;0;87;0;87;0;87;0;0;0;77;14;63;0;77;77;77;0;0;0;0;0;0;0;0;0;0;57;11;3;3;3;0;0;57;3;15;1;0;1;80;9;71;0;80;0;59;12;3;4;2;0;0;58;3;16;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;60;17;0;57;23;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0
3.0;1149689;1;1;196;196;0;0;160;0;36;0;922;922;0;0;886;0;36;0;175;40;135;175;0;174;174;0;0;0;0;0;0;1;0;0;0;121;28;12;9;3;1;1;105;10;49;6;0;5;453;108;345;453;0;0;340;60;26;15;9;1;2;308;18;113;11;0;3;64;11;53;64;0;0;46;9;6;1;2;0;0;45;0;15;3;0;1;175;0;453;0;64;0;11;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;130;45;0;356;97;0;55;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1620882;1;1;70;70;0;0;35;0;35;0;70;70;0;0;35;0;35;0;35;9;26;35;0;0;0;0;0;0;0;0;0;35;0;0;0;35;0;0;0;0;0;0;22;1;6;0;0;6;52;10;42;52;0;0;52;0;0;0;0;0;0;29;2;9;0;0;12;12;1;11;12;0;0;12;0;0;0;0;0;0;6;0;2;0;0;4;35;0;52;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;11;0;29;23;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1149739;1;1;88;0;88;0;80;0;8;0;209;0;209;0;201;0;8;0;90;23;67;0;90;88;88;0;0;0;0;0;0;2;0;0;0;68;12;4;5;1;0;0;60;4;20;3;0;3;246;54;192;0;246;0;162;47;21;7;5;4;0;157;12;66;9;0;2;46;11;35;0;46;0;27;8;6;3;1;1;0;31;0;13;2;0;0;89;1;245;1;46;0;10;4;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;56;34;0;174;72;0;31;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1149738;1;1;173;80;93;0;160;0;13;0;684;216;468;0;671;0;13;0;174;32;142;87;87;173;173;0;0;0;0;0;0;1;0;0;0;123;20;18;7;5;1;0;116;10;41;5;0;2;465;97;368;193;272;0;293;65;54;23;20;10;0;306;35;111;8;1;4;110;29;81;40;70;0;52;23;21;4;7;3;0;67;7;33;1;1;1;174;0;464;1;110;0;13;4;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;133;41;0;364;101;0;93;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;614;1;1;83;83;0;0;62;0;21;0;901;901;0;0;842;0;59;0;70;21;49;70;0;59;2;57;0;0;0;0;0;10;0;1;0;67;1;1;1;0;0;0;38;11;2;5;2;12;312;62;250;312;0;0;262;45;4;1;0;0;0;135;33;31;20;5;88;30;5;25;30;0;0;22;8;0;0;0;0;0;15;0;2;1;1;11;69;1;309;3;30;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;0;51;0;51;0;0;0;2;0;2;0;0;0;6;1;54;16;0;182;130;0;15;15;0;0;0;0;0;4;0;4;0;4;0;4;0;0;0;0;0
1.0;631;1;1;40;40;0;0;32;0;8;0;399;399;0;0;372;0;27;0;34;7;27;34;0;29;2;27;0;0;0;0;0;4;0;1;0;34;0;0;0;0;0;0;16;5;1;0;1;11;203;25;178;203;0;0;157;39;6;1;0;0;0;82;17;21;7;4;72;25;4;21;25;0;0;10;11;4;0;0;0;0;12;2;3;3;0;5;33;1;198;5;24;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;27;0;27;0;0;0;1;0;1;0;0;0;1;0;24;10;0;106;97;0;8;17;0;0;0;0;0;2;1;2;0;2;1;2;0;0;0;0;0
1.0;1538622;1;1;23;23;0;0;20;0;3;0;236;236;0;0;233;0;3;0;22;5;17;22;0;20;14;6;0;0;0;0;0;2;0;0;0;19;2;1;0;0;0;0;17;0;3;2;0;0;54;6;48;54;0;0;43;8;3;0;0;0;0;38;1;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;2;0;1;21;0;8;46;0;0;0;0;0;0;0;0;19;6;18;0;16;7;16;0;0;0;0;0
1.0;2865;1;1;102;102;0;0;85;0;17;0;2194;2194;0;0;2177;0;17;0;98;16;82;98;0;85;59;26;0;0;0;0;0;12;0;1;0;94;2;2;0;0;0;0;68;2;21;6;0;1;503;59;444;503;0;0;426;67;9;1;0;0;0;351;12;84;49;0;7;80;11;69;80;0;0;50;28;2;0;0;0;0;55;3;9;12;0;1;97;1;500;3;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;17;0;17;0;1;0;0;0;0;0;0;0;16;0;5;93;0;42;461;0;0;80;0;0;0;0;0;121;22;111;17;150;28;146;9;0;0;0;0
1.0;21428;1;1;65;0;65;0;50;0;15;0;885;0;885;0;870;0;15;0;64;20;44;0;64;49;35;14;0;0;0;0;0;15;0;0;0;50;12;0;2;0;0;0;40;3;16;4;0;1;230;46;184;0;230;0;166;49;11;3;0;0;1;149;10;47;20;0;4;40;5;35;0;40;0;16;19;4;0;0;0;1;26;1;10;3;0;0;64;0;228;2;38;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;17;1;4;60;0;27;203;0;0;40;0;0;0;0;0;82;22;75;8;86;22;82;16;0;0;0;0
3.0;121824;1;1;68;0;68;0;40;0;28;0;314;0;314;0;286;0;28;0;62;10;52;7;55;40;0;40;0;0;0;0;0;22;0;0;0;47;9;1;5;0;0;0;43;5;12;1;0;1;266;53;213;122;144;0;170;51;19;18;6;2;0;187;24;45;3;0;7;31;8;23;21;10;0;17;6;3;5;0;0;0;24;3;4;0;0;0;61;1;265;1;31;0;14;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;8;0;10;0;107;107;40;7;50;0;12;12;6;1;6;0;19;0;32;30;0;153;113;0;17;14;0;0;0;0;0;48;8;44;4;73;14;66;5;0;0;0;0
1.0;1615419;1;1;40;40;0;0;40;0;0;0;963;963;0;0;963;0;0;0;40;6;34;40;0;40;0;39;0;1;0;0;0;0;0;0;0;36;3;0;0;0;1;0;24;2;12;2;0;0;36;5;31;36;0;0;32;3;0;0;0;1;0;22;2;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;8;0;10;0;17;17;7;0;8;0;0;0;0;0;0;0;3;0;22;18;0;19;17;0;0;0;0;0;0;0;0;10;10;10;0;8;8;8;0;0;0;0;0
1.0;3190;1;1;38;38;0;0;38;0;0;0;727;727;0;0;727;0;0;0;37;7;30;37;0;37;37;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;27;1;9;0;0;0;155;32;123;155;0;0;141;13;1;0;0;0;0;113;5;28;9;0;0;16;3;13;16;0;0;9;6;1;0;0;0;0;14;0;1;1;0;0;37;0;155;0;16;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;6;0;0;0;72;51;21;0;0;0;5;5;0;0;0;0;5;0;23;14;0;79;76;0;5;11;0;0;0;0;0;10;1;10;0;13;0;13;0;2;0;2;1
3.0;1210130;1;1;85;85;0;0;80;0;5;0;501;501;0;0;496;0;5;0;85;19;66;85;0;80;80;0;0;0;0;0;0;5;0;0;0;73;6;1;3;2;0;0;64;2;17;2;0;0;233;35;198;233;0;0;191;22;9;6;3;1;1;178;9;36;9;0;1;45;4;41;45;0;0;32;7;3;0;1;1;1;35;3;4;3;0;0;85;0;229;4;44;1;6;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;55;30;0;163;70;0;32;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;75353;1;1;182;82;100;0;160;0;22;0;491;118;373;0;469;0;22;0;182;48;134;82;100;160;160;0;0;0;0;0;0;22;0;0;0;134;21;13;5;5;4;0;118;12;46;3;0;3;449;139;310;204;245;0;285;71;37;26;23;6;1;299;30;108;6;1;5;76;28;48;27;49;0;38;16;7;8;6;1;0;52;8;12;2;1;1;182;0;449;0;76;0;23;7;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;134;48;0;355;94;0;69;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1160224;1;1;106;106;0;0;80;0;26;0;106;106;0;0;80;0;26;0;106;24;82;106;0;80;80;0;0;0;0;0;0;26;0;0;0;77;15;11;2;1;0;0;75;3;21;6;0;1;268;62;206;268;0;0;192;42;17;10;7;0;0;188;15;52;10;0;3;51;11;40;51;0;0;37;7;6;1;0;0;0;37;2;11;1;0;0;106;0;268;0;51;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;66;40;0;190;78;0;36;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1150374;1;1;122;0;122;0;80;0;42;0;122;0;122;0;80;0;42;0;122;24;98;0;122;80;80;0;0;0;0;0;0;42;0;0;0;61;34;12;6;7;2;0;86;9;23;3;0;1;236;49;187;0;236;0;113;76;19;11;13;4;0;168;17;45;4;0;2;32;9;23;0;32;0;17;10;3;1;0;1;0;24;1;6;0;0;1;122;0;236;0;32;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;79;43;0;160;76;0;21;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1599617;1;1;100;100;0;0;80;0;20;0;295;295;0;0;275;0;20;0;85;22;63;85;0;78;78;0;0;0;0;0;0;7;0;0;0;64;4;8;4;4;1;0;64;1;15;1;0;4;135;32;103;135;0;0;109;11;6;7;2;0;0;107;1;19;4;0;4;10;4;6;10;0;0;8;1;0;1;0;0;0;9;0;1;0;0;0;85;0;135;0;10;0;11;6;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;47;38;0;80;55;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;1276568;0;1;80;0;80;0;60;0;10;10;60;0;60;0;60;0;0;0;56;8;48;0;56;56;56;0;0;0;0;0;0;0;0;0;0;54;2;0;0;0;0;0;53;2;1;0;0;0;135;14;121;0;135;0;122;12;1;0;0;0;0;123;2;4;0;0;6;9;1;8;0;9;0;8;1;0;0;0;0;0;9;0;0;0;0;0;56;0;135;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;40;16;0;93;42;0;9;0;0;0;0;0;0;81;39;80;5;0;0;0;0;0;0;0;0
1.0;1457002;1;1;43;43;0;0;40;0;3;0;147;147;0;0;144;0;3;0;40;6;34;40;0;37;0;37;0;0;0;0;0;3;0;0;0;38;2;0;0;0;0;0;32;0;8;0;0;0;112;23;89;112;0;0;102;9;1;0;0;0;0;86;2;22;2;0;0;18;4;14;18;0;0;17;0;1;0;0;0;0;13;0;5;0;0;0;40;0;112;0;18;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;8;0;10;0;44;44;14;0;21;0;2;2;1;0;1;0;7;0;21;19;0;60;52;0;5;13;0;0;0;0;0;27;8;27;1;13;1;13;1;0;0;0;0
3.0;1116895;1;1;44;0;44;0;40;0;4;0;69;0;69;0;65;0;4;0;42;11;31;0;42;40;0;29;0;11;0;0;0;2;0;0;0;38;3;1;0;0;0;0;29;1;8;1;0;3;75;14;61;0;75;0;47;19;3;5;1;0;0;58;1;13;1;0;2;3;0;3;0;3;0;2;1;0;0;0;0;0;3;0;0;0;0;0;42;0;75;0;3;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;4;0;3;0;18;18;4;0;7;0;0;0;0;0;0;0;4;0;29;13;0;56;19;0;2;1;0;0;0;0;0;9;3;9;0;4;2;4;0;0;0;0;0
3.0;1113804;1;1;21;21;0;0;17;0;4;0;112;112;0;0;66;0;46;0;19;10;9;19;0;13;0;13;0;0;0;0;0;5;0;1;0;10;4;1;3;0;1;0;12;1;5;1;0;0;48;25;23;48;0;0;24;8;4;4;3;5;0;27;2;10;9;0;0;13;7;6;13;0;0;8;1;0;1;1;2;0;6;1;2;4;0;0;17;2;46;2;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;0;0;4;15;15;6;0;3;15;5;5;2;0;2;5;2;0;11;8;0;22;26;0;5;8;0;0;0;0;0;1;0;1;1;5;0;5;1;0;0;0;0
1.0;2883;1;1;76;76;0;0;60;0;16;0;4460;4460;0;0;4444;0;16;0;63;14;49;63;0;56;45;11;0;0;0;0;0;7;0;0;0;61;1;1;0;0;0;0;40;4;12;7;0;0;286;44;242;286;0;0;234;36;11;2;2;1;0;173;13;51;46;0;3;47;5;42;47;0;0;30;12;3;1;1;0;0;32;1;7;6;0;1;63;0;285;1;46;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;11;0;2;0;0;0;0;0;0;0;3;0;4;59;0;31;255;0;0;47;0;0;0;0;0;51;9;47;3;106;20;103;6;0;0;0;0
1.0;91611;1;1;218;70;148;0;180;0;38;0;2643;1055;1588;0;2605;0;38;0;184;42;142;61;123;180;127;53;0;0;0;0;0;3;0;1;1;170;9;2;1;0;1;0;116;11;39;18;0;0;734;135;599;547;187;0;603;101;16;10;4;0;0;443;38;162;80;0;11;47;7;40;44;3;0;26;17;3;0;1;0;0;32;2;10;3;0;0;183;1;727;7;46;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1;0;30;0;30;0;0;0;0;0;0;0;0;0;60;0;11;173;0;88;646;0;0;47;0;0;0;0;0;138;41;130;3;58;19;58;0;0;0;0;0
3.0;121131;1;1;323;163;160;0;320;0;3;0;4918;1951;2967;0;4915;0;3;0;323;72;251;124;199;320;320;0;0;0;0;0;0;3;0;0;0;206;60;33;13;8;3;0;89;8;53;16;2;155;858;209;649;367;491;0;515;181;75;50;31;6;0;368;54;198;56;3;179;88;17;71;23;65;0;39;22;15;10;2;0;0;47;6;19;8;0;8;323;0;856;2;88;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;310;13;0;722;136;0;64;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
